#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-03-21 12:27:15"
#data_read_from_db	"2018-03-21 13:08:09"
#database_id	1805
#datapoints_in_db	127652
#database_reference_id	0
#integrated_value	0.22	6.3
#sample_label	"layer_020_030"
#sample_name	"Layered:_#20_on_top_of_#30"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-tizian|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=18 poweron=8435 [h] last_change=131 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	31.3158	0
#intheta	31.3158
#inphi	0
#front_integral	0.221
#incident_and_front_integral	31.3158	0	0.221
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	126567
#format: theta	phi	[uA]
50.62569	35.41039	2.818e-02
50.46851	35.25487	2.832e-02
50.29638	35.08415	2.853e-02
50.08765	34.86464	2.869e-02
49.94693	34.73476	2.881e-02
49.74803	34.53576	2.898e-02
49.57266	34.33463	2.916e-02
49.42453	34.20971	2.935e-02
49.25596	34.03847	2.954e-02
49.08718	33.86781	2.977e-02
48.90278	33.67968	2.998e-02
48.73332	33.50605	3.016e-02
48.56536	33.33406	3.032e-02
48.36954	33.13272	3.049e-02
48.22674	32.98455	3.062e-02
48.04330	32.79552	3.079e-02
47.86653	32.61133	3.091e-02
47.70503	32.44285	3.103e-02
47.54119	32.27090	3.123e-02
47.35661	32.07750	3.137e-02
47.17346	31.88351	3.151e-02
47.01935	31.71979	3.165e-02
46.81111	31.49826	3.178e-02
46.66233	31.33862	3.195e-02
46.50745	31.17231	3.214e-02
46.32598	30.97668	3.228e-02
46.15626	30.79282	3.245e-02
45.91962	30.53551	3.260e-02
45.82457	30.43132	3.276e-02
45.64010	30.22872	3.299e-02
45.48228	30.05446	3.319e-02
45.30524	29.85785	3.331e-02
45.13791	29.67118	3.351e-02
44.94002	29.44972	3.364e-02
44.78686	29.27735	3.384e-02
44.61921	29.08835	3.403e-02
44.42074	28.84881	3.413e-02
44.26549	28.68515	3.422e-02
44.11641	28.51292	3.442e-02
43.93429	28.30317	3.469e-02
43.77464	28.11644	3.486e-02
43.60030	27.91373	3.502e-02
43.42025	27.70205	3.520e-02
43.25109	27.50230	3.537e-02
43.08553	27.30631	3.555e-02
42.92588	27.11515	3.569e-02
42.72757	26.87680	3.576e-02
42.55491	26.66821	3.592e-02
42.38845	26.46536	3.620e-02
42.20107	26.23547	3.641e-02
42.07184	26.07627	3.657e-02
41.89459	25.85697	3.674e-02
41.72644	25.64646	3.687e-02
41.57284	25.45454	3.703e-02
41.39612	25.23162	3.719e-02
41.23281	25.02338	3.732e-02
41.05534	24.79619	3.741e-02
40.88725	24.57899	3.757e-02
40.72506	24.36912	3.779e-02
40.55452	24.14627	3.797e-02
40.40158	23.94449	3.813e-02
40.23858	23.72824	3.827e-02
40.06102	23.49024	3.844e-02
39.89789	23.27164	3.863e-02
39.73535	23.03506	3.886e-02
39.56897	22.82277	3.913e-02
39.40429	22.59659	3.931e-02
39.24157	22.37051	3.949e-02
39.03349	22.07777	3.972e-02
38.88400	21.86730	3.991e-02
38.74939	21.67469	4.004e-02
38.57431	21.42312	4.019e-02
38.41382	21.19052	4.034e-02
38.26027	20.96770	4.049e-02
38.09312	20.72119	4.064e-02
37.75895	20.22236	4.080e-02
37.60000	19.98206	4.085e-02
37.44113	19.73909	4.100e-02
37.10998	19.22787	4.137e-02
36.95216	18.97988	4.152e-02
36.80313	18.74496	4.165e-02
36.63722	18.48029	4.184e-02
36.46959	18.20971	4.209e-02
36.32415	17.97248	4.224e-02
36.16437	17.71012	4.238e-02
36.00606	17.44796	4.257e-02
35.81547	17.11101	4.282e-02
35.68754	16.91183	4.312e-02
35.51955	16.62452	4.329e-02
35.37562	16.37610	4.345e-02
35.21928	16.10324	4.360e-02
35.05903	15.82251	4.380e-02
34.89386	15.52771	4.396e-02
34.75166	15.27197	4.411e-02
34.58855	14.97506	4.410e-02
34.44333	14.70804	4.411e-02
26.10153	-9.23424	5.199e-02
26.00637	-9.71718	5.199e-02
25.91224	-10.20529	5.203e-02
25.82417	-10.67505	5.203e-02
25.74457	-11.10823	5.203e-02
25.65944	-11.58373	5.213e-02
25.57229	-12.08399	5.228e-02
25.49243	-12.55440	5.238e-02
25.40011	-13.11090	5.242e-02
25.33431	-13.52034	5.249e-02
25.25663	-14.01238	5.255e-02
25.17888	-14.52202	5.263e-02
25.10155	-15.04403	5.266e-02
25.03578	-15.49893	5.268e-02
24.96015	-16.03816	5.261e-02
24.89595	-16.51294	5.257e-02
24.82676	-17.03316	5.262e-02
24.76304	-17.53588	5.269e-02
24.70022	-18.04698	5.274e-02
24.63485	-18.59411	5.278e-02
24.57589	-19.10469	5.279e-02
24.51961	-19.61324	5.274e-02
24.45981	-20.17185	5.272e-02
24.40607	-20.69320	5.275e-02
24.35470	-21.20892	5.272e-02
24.31151	-21.75057	5.269e-02
24.25481	-22.28956	5.274e-02
24.21258	-22.77825	5.276e-02
24.16449	-23.35248	5.276e-02
24.12499	-23.85477	5.272e-02
24.08179	-24.52500	5.269e-02
24.04196	-24.98567	5.273e-02
24.00591	-25.52752	5.278e-02
23.97410	-26.02802	5.282e-02
23.94118	-26.57737	5.268e-02
23.90811	-27.30180	5.254e-02
23.87902	-27.72804	5.262e-02
23.85369	-28.27201	5.266e-02
23.82992	-28.80970	5.266e-02
23.81504	-29.37131	5.262e-02
23.78510	-29.98197	5.257e-02
23.76723	-30.53697	5.256e-02
23.75307	-31.03794	5.257e-02
23.73968	-31.58542	5.254e-02
23.72748	-32.13259	5.241e-02
23.71713	-32.73600	5.233e-02
23.71045	-33.27598	5.242e-02
23.70528	-33.79192	5.243e-02
23.70208	-34.35171	5.242e-02
23.70785	-35.04384	5.244e-02
23.70197	-35.47788	5.247e-02
23.70535	-36.12255	5.247e-02
23.71072	-36.62457	5.236e-02
23.71745	-37.15065	5.214e-02
23.72787	-37.75784	5.193e-02
23.73975	-38.31604	5.186e-02
23.75255	-38.82526	5.195e-02
23.77052	-39.46028	5.191e-02
23.78646	-39.95856	5.179e-02
23.80769	-40.54102	5.167e-02
23.82787	-41.04560	5.166e-02
23.85229	-41.59873	5.164e-02
23.87883	-42.15066	5.165e-02
23.91869	-42.78148	5.169e-02
23.94049	-43.29671	5.171e-02
23.96982	-43.79404	5.169e-02
24.00467	-44.34278	5.170e-02
24.04305	-44.91032	5.157e-02
24.09985	-45.60118	5.151e-02
24.12496	-46.01936	5.147e-02
24.16370	-46.50648	5.146e-02
24.21064	-47.07364	5.145e-02
24.25480	-47.57729	5.139e-02
24.33022	-48.31973	5.130e-02
24.35545	-48.65339	5.116e-02
24.40632	-49.16566	5.098e-02
24.46109	-49.69066	5.096e-02
24.52809	-50.24214	5.094e-02
24.57766	-50.74316	5.089e-02
24.64677	-51.33589	5.084e-02
24.69878	-51.76347	5.072e-02
24.76593	-52.29981	5.057e-02
24.85155	-52.90013	5.055e-02
24.89906	-53.30770	5.055e-02
24.97429	-53.85064	5.039e-02
25.04461	-54.34092	5.033e-02
25.11656	-54.82608	5.040e-02
25.19504	-55.34322	5.042e-02
25.26560	-55.79360	5.036e-02
25.34427	-56.27931	5.028e-02
25.43635	-56.78942	5.020e-02
25.51357	-57.28792	5.013e-02
25.60557	-57.80674	5.005e-02
25.69116	-58.28051	4.991e-02
25.76474	-58.67786	4.975e-02
25.85786	-59.16882	4.962e-02
25.95938	-59.68676	4.957e-02
26.04434	-60.11053	4.951e-02
26.12966	-60.52609	4.938e-02
26.22600	-60.98605	4.930e-02
26.32747	-61.45740	4.922e-02
26.44727	-61.99984	4.917e-02
26.53034	-62.36813	4.915e-02
26.62400	-62.77348	4.907e-02
26.73372	-63.23989	4.891e-02
26.83650	-63.66232	4.884e-02
26.94747	-64.11312	4.895e-02
27.04432	-64.49561	4.891e-02
27.16071	-64.94937	4.885e-02
27.26350	-65.33860	4.880e-02
27.38043	-65.77190	4.873e-02
27.49991	-66.20742	4.867e-02
27.60505	-66.58002	4.856e-02
27.72225	-66.98904	4.837e-02
27.83988	-67.39173	4.819e-02
27.96309	-67.80399	4.811e-02
28.09040	-68.22189	4.810e-02
28.20108	-68.57771	4.802e-02
28.33348	-68.99567	4.786e-02
28.45027	-69.35705	4.776e-02
28.57982	-69.74937	4.766e-02
28.71495	-70.15148	4.750e-02
28.84206	-70.52338	4.743e-02
28.96295	-70.86694	4.742e-02
29.10299	-71.26067	4.738e-02
29.24946	-71.66416	4.736e-02
29.36084	-71.96502	4.739e-02
29.50468	-72.34776	4.733e-02
29.63839	-72.69757	4.727e-02
29.79474	-73.07585	4.719e-02
29.90948	-73.38525	4.706e-02
30.05879	-73.75416	4.700e-02
30.18750	-74.06635	4.690e-02
30.33641	-74.42188	4.683e-02
30.51152	-74.81251	4.660e-02
30.62953	-75.10337	4.636e-02
30.76275	-75.40412	4.633e-02
30.90773	-75.72758	4.626e-02
31.06092	-76.06374	4.617e-02
31.21520	-76.39644	4.607e-02
31.36437	-76.71224	4.598e-02
31.50211	-76.99834	4.586e-02
31.65311	-77.30812	4.581e-02
31.81147	-77.62680	4.573e-02
31.98532	-77.97050	4.551e-02
32.13924	-78.27046	4.544e-02
32.27822	-78.53758	4.549e-02
32.42339	-78.81077	4.548e-02
32.59881	-79.13686	4.542e-02
32.75213	-79.41661	4.525e-02
32.89604	-79.67562	4.515e-02
33.05624	-79.96010	4.510e-02
33.21606	-80.23973	4.503e-02
33.38229	-80.52444	4.489e-02
33.55358	-80.81406	4.468e-02
33.70300	-81.06322	4.450e-02
33.86609	-81.33049	4.445e-02
34.03052	-81.59637	4.433e-02
34.19941	-81.86575	4.411e-02
34.37602	-82.14238	4.399e-02
34.52833	-82.37749	4.390e-02
34.69505	-82.63203	4.378e-02
34.87883	-82.89333	4.365e-02
35.03524	-83.13768	4.355e-02
35.20082	-83.38055	4.341e-02
35.38323	-83.64193	4.336e-02
35.55086	-83.87996	4.339e-02
35.71790	-84.11304	4.330e-02
35.89985	-84.36297	4.323e-02
36.07073	-84.59509	4.314e-02
36.24168	-84.82269	4.307e-02
36.40397	-85.03716	4.300e-02
36.58395	-85.27100	4.287e-02
36.75466	-85.48971	4.272e-02
36.92926	-85.71032	4.254e-02
37.11639	-85.94352	4.243e-02
37.28817	-86.15497	4.238e-02
37.48855	-86.39858	4.224e-02
37.63668	-86.57528	4.216e-02
37.82621	-86.79954	4.205e-02
37.99275	-86.99323	4.194e-02
38.19294	-87.22318	4.175e-02
38.36659	-87.41998	4.161e-02
38.53053	-87.60347	4.156e-02
38.71127	-87.80354	4.144e-02
38.90077	-88.01015	4.130e-02
39.12065	-88.23402	4.125e-02
39.27383	-88.40741	4.115e-02
39.43939	-88.58024	4.105e-02
39.63230	-88.78015	4.092e-02
39.81189	-88.96308	4.078e-02
39.99192	-89.14408	4.066e-02
40.18774	-89.33805	4.058e-02
40.35609	-89.50354	4.048e-02
40.55216	-89.69318	4.027e-02
40.74241	-89.86454	4.007e-02
40.91548	-90.03773	4.000e-02
41.09811	-90.20737	3.992e-02
41.31370	-90.40493	3.979e-02
41.47168	-90.54908	3.963e-02
41.66547	-90.72178	3.949e-02
41.86256	-90.89617	3.931e-02
42.05080	-91.05976	3.923e-02
42.22369	-91.20840	3.912e-02
42.41196	-91.36841	3.893e-02
42.64921	-91.55801	3.879e-02
42.79179	-91.68514	3.879e-02
42.99489	-91.85140	3.872e-02
43.18177	-92.00172	3.859e-02
43.36107	-92.14458	3.846e-02
43.55589	-92.29803	3.833e-02
43.74311	-92.44407	3.824e-02
43.94808	-92.60075	3.806e-02
44.13596	-92.74285	3.788e-02
44.33393	-92.88211	3.764e-02
44.89648	-93.30032	3.737e-02
45.09031	-93.43752	3.706e-02
45.89384	-93.98888	3.670e-02
46.07588	-94.10956	3.655e-02
46.46304	-94.36256	3.633e-02
46.66960	-94.49416	3.626e-02
46.88096	-94.62723	3.610e-02
47.05317	-94.73492	3.596e-02
47.27623	-94.87123	3.579e-02
47.45335	-94.97880	3.571e-02
47.65087	-95.09709	3.557e-02
47.83515	-95.20605	3.541e-02
48.04887	-95.32364	3.519e-02
48.24868	-95.44601	3.500e-02
48.42989	-95.54910	3.485e-02
48.66919	-95.68253	3.478e-02
48.83955	-95.77693	3.460e-02
49.08013	-95.90124	3.448e-02
49.23208	-95.98990	3.429e-02
49.43102	-96.09639	3.417e-02
49.64290	-96.20712	3.402e-02
49.83163	-96.30529	3.388e-02
50.09922	-96.43513	3.376e-02
50.25286	-96.51934	3.361e-02
50.45124	-96.61787	3.342e-02
50.64830	-96.71459	3.333e-02
50.85521	-96.80833	3.321e-02
51.04610	-96.90639	3.307e-02
51.24372	-96.99970	3.292e-02
51.44614	-97.09422	3.274e-02
51.67776	-97.20041	3.259e-02
51.85914	-97.28274	3.246e-02
52.07362	-97.37887	3.223e-02
52.27591	-97.46768	3.206e-02
52.47695	-97.55533	3.187e-02
52.66743	-97.63750	3.180e-02
52.92282	-97.73894	3.167e-02
53.09633	-97.81767	3.153e-02
53.28184	-97.89416	3.136e-02
53.48520	-97.97699	3.120e-02
53.69027	-98.05929	3.104e-02
53.91315	-98.14711	3.091e-02
54.11852	-98.22720	3.075e-02
54.30634	-98.29983	3.052e-02
54.52350	-98.38182	3.036e-02
54.72474	-98.45737	3.023e-02
54.94159	-98.53759	3.004e-02
55.12914	-98.60600	2.992e-02
55.33535	-98.67999	2.973e-02
55.55183	-98.75661	2.959e-02
55.78326	-98.83748	2.945e-02
56.15863	-98.96559	2.914e-02
56.38034	-99.03980	2.880e-02
56.58276	-99.10656	2.861e-02
57.00891	-99.24388	2.835e-02
57.19382	-99.30255	2.818e-02
57.47859	-99.39070	2.800e-02
57.63241	-99.43765	2.784e-02
57.82388	-99.49574	2.759e-02
58.04495	-99.56100	2.740e-02
58.24907	-99.62075	2.725e-02
58.44783	-99.67815	2.706e-02
58.67812	-99.73879	2.691e-02
58.85964	-99.79401	2.677e-02
59.06331	-99.84991	2.663e-02
59.28523	-99.91021	2.649e-02
59.49776	-99.96674	2.631e-02
59.73327	-100.02394	2.614e-02
59.91309	-100.07514	2.599e-02
60.11887	-100.12737	2.580e-02
60.30975	-100.17488	2.562e-02
60.54556	-100.23273	2.534e-02
60.74932	-100.28211	2.512e-02
60.93411	-100.32574	2.497e-02
61.14112	-100.37415	2.478e-02
61.36539	-100.42101	2.462e-02
61.57500	-100.47283	2.441e-02
61.80108	-100.52264	2.415e-02
62.00848	-100.56797	2.400e-02
62.19604	-100.60770	2.387e-02
62.44452	-100.65977	2.370e-02
62.66861	-100.70569	2.348e-02
62.80904	-100.73386	2.327e-02
63.03098	-100.77807	2.319e-02
63.23542	-100.81754	2.304e-02
63.44875	-100.85828	2.284e-02
63.64384	-100.89455	2.263e-02
63.84303	-100.93114	2.248e-02
64.05090	-100.96835	2.228e-02
64.28896	-101.01026	2.210e-02
64.46688	-101.04077	2.187e-02
64.69307	-101.07870	2.163e-02
64.90746	-101.11385	2.142e-02
65.11172	-101.14684	2.129e-02
65.35742	-101.17749	2.113e-02
65.52249	-101.21049	2.089e-02
65.74883	-101.24076	2.070e-02
65.95317	-101.27402	2.054e-02
66.17258	-101.30530	2.037e-02
66.40460	-101.33727	2.017e-02
66.59387	-101.36264	2.000e-02
66.77213	-101.38610	1.972e-02
66.99320	-101.41450	1.952e-02
67.18493	-101.43835	1.945e-02
67.40438	-101.46484	1.923e-02
67.67302	-101.49628	1.902e-02
67.83003	-101.51427	1.882e-02
68.03765	-101.53719	1.861e-02
68.24745	-101.55628	1.851e-02
68.44887	-101.58026	1.832e-02
68.73980	-101.60933	1.806e-02
68.85545	-101.62034	1.791e-02
69.07911	-101.64149	1.771e-02
69.28511	-101.65991	1.756e-02
69.51799	-101.67708	1.736e-02
69.71552	-101.69650	1.716e-02
69.92549	-101.71317	1.697e-02
70.11736	-101.72798	1.675e-02
70.33695	-101.74419	1.652e-02
70.54225	-101.75864	1.633e-02
70.76482	-101.77328	1.612e-02
70.97732	-101.78694	1.591e-02
71.16664	-101.79824	1.575e-02
71.38535	-101.81075	1.559e-02
71.65792	-101.82530	1.537e-02
71.79263	-101.83212	1.521e-02
72.01682	-101.84277	1.502e-02
72.22433	-101.85188	1.481e-02
72.43787	-101.85786	1.462e-02
72.64085	-101.86817	1.434e-02
72.84757	-101.87543	1.414e-02
73.05260	-101.88184	1.396e-02
73.26170	-101.88793	1.372e-02
73.56641	-101.89539	1.349e-02
73.69057	-101.89793	1.308e-02
73.91541	-101.90229	1.215e-02
74.10761	-101.90522	8.853e-03
74.32759	-101.90807	3.774e-03
74.53483	-101.91006	6.322e-04
74.75616	-101.91134	1.622e-04
74.94923	-101.91213	7.263e-05
75.21634	-101.91200	6.289e-05
75.37674	-101.91144	5.235e-05
75.66830	-101.90949	4.470e-05
75.78915	-101.90832	4.611e-05
75.99925	-101.90578	4.952e-05
76.22044	-101.90250	4.417e-05
76.42650	-101.89873	3.526e-05
76.64758	-101.89409	3.459e-05
76.83382	-101.88956	3.382e-05
77.04382	-101.88400	3.259e-05
77.25292	-101.87776	2.834e-05
77.49644	-101.86772	3.642e-05
77.67493	-101.86325	2.645e-05
77.88077	-101.85530	3.223e-05
78.10387	-101.84594	3.104e-05
78.30875	-101.83670	2.875e-05
78.57795	-101.82181	3.295e-05
78.72398	-101.81622	2.684e-05
78.93179	-101.80493	2.736e-05
79.15231	-101.79245	2.236e-05
79.35929	-101.78000	3.126e-05
79.55679	-101.76758	2.941e-05
79.79590	-101.75178	2.764e-05
79.96970	-101.73980	2.844e-05
80.17724	-101.72491	2.922e-05
80.41052	-101.70731	2.322e-05
80.61243	-101.69158	2.477e-05
80.80169	-101.67626	2.959e-05
81.02379	-101.65757	2.485e-05
81.22716	-101.63999	1.812e-05
81.43103	-101.62159	1.890e-05
81.63496	-101.60268	2.509e-05
81.84190	-101.58284	2.372e-05
82.06048	-101.56119	2.519e-05
82.26485	-101.54030	2.887e-05
82.48017	-101.51768	2.871e-05
82.66971	-101.49732	2.893e-05
82.89113	-101.47275	2.943e-05
83.08190	-101.45098	2.225e-05
83.29614	-101.42596	2.957e-05
83.49846	-101.40163	2.743e-05
83.73438	-101.37259	2.744e-05
83.92171	-101.34892	2.557e-05
84.12373	-101.32275	2.229e-05
84.35529	-101.29202	2.565e-05
84.53305	-101.26796	1.784e-05
84.72948	-101.24084	1.980e-05
84.94984	-101.20966	1.991e-05
85.15078	-101.18068	2.091e-05
85.35220	-101.15090	2.109e-05
85.56998	-101.11810	2.077e-05
85.75648	-101.08941	2.123e-05
85.96157	-101.05727	1.735e-05
86.16585	-101.02467	2.428e-05
86.37612	-100.99038	1.985e-05
86.57464	-100.95739	2.135e-05
86.77856	-100.92293	2.452e-05
86.98225	-100.88780	1.983e-05
87.20204	-100.84850	2.435e-05
87.40786	-100.81236	2.165e-05
87.61117	-100.77533	1.873e-05
87.79823	-100.74072	1.967e-05
88.00198	-100.70234	1.913e-05
88.25578	-100.65309	1.560e-05
88.43408	-100.61890	1.588e-05
88.61517	-100.58304	2.203e-05
88.83226	-100.53934	2.000e-05
89.04013	-100.49684	2.187e-05
89.27296	-100.44835	2.130e-05
89.44820	-100.41133	2.636e-05
89.63332	-100.37168	2.048e-05
89.84734	-100.32513	1.945e-05
89.99313	52.01221	4.308e-05
89.92014	52.21449	4.229e-05
89.85247	52.40392	5.135e-05
89.78668	52.58916	4.948e-05
89.72273	52.78668	4.999e-05
89.65594	52.96427	4.793e-05
89.59146	53.15125	5.595e-05
89.52150	53.35559	6.395e-05
89.45784	53.54424	6.414e-05
89.39555	53.73152	6.860e-05
89.32875	53.93402	6.810e-05
89.26615	54.12512	7.618e-05
89.20532	54.31273	7.521e-05
89.14738	54.49245	7.741e-05
89.08508	54.68962	8.510e-05
89.02604	54.87821	9.047e-05
88.96207	55.08425	9.352e-05
88.90430	55.27304	9.146e-05
88.84933	55.45465	9.847e-05
88.77209	55.72892	9.371e-05
88.72902	55.85731	9.819e-05
88.67376	56.04573	9.740e-05
88.61877	56.23571	1.030e-04
88.56511	56.42356	1.114e-04
88.50764	56.62606	1.049e-04
88.45390	56.81846	1.128e-04
88.40147	57.00875	1.112e-04
88.35227	57.18897	1.176e-04
88.29881	57.38744	1.124e-04
88.24860	57.57653	1.207e-04
88.19430	57.78319	1.250e-04
88.14510	57.97388	1.175e-04
88.09682	58.16251	1.318e-04
88.00191	58.54212	1.266e-04
87.90808	58.92713	1.277e-04
87.72436	59.71624	1.365e-04
87.68414	59.89594	1.394e-04
87.43412	61.07793	1.404e-04
87.39955	61.25217	1.459e-04
87.36174	61.44478	1.444e-04
87.32286	61.64841	1.430e-04
87.28687	61.83818	1.529e-04
87.24143	62.10607	1.473e-04
87.21425	62.23617	1.498e-04
87.18286	62.41144	1.557e-04
87.14732	62.61533	1.448e-04
87.11508	62.80601	1.489e-04
87.08127	63.00922	1.460e-04
87.05247	63.18532	1.568e-04
87.02134	63.37910	1.495e-04
86.99120	63.57288	1.530e-04
86.96052	63.79857	1.533e-04
86.93033	63.97813	1.606e-04
86.90502	64.15144	1.667e-04
86.87590	64.35925	1.643e-04
86.84948	64.54879	1.662e-04
86.81973	64.79954	1.650e-04
86.79937	64.92928	1.705e-04
86.77494	65.12104	1.769e-04
86.74952	65.32530	1.843e-04
86.72795	65.50749	1.987e-04
86.69966	65.78262	2.895e-04
86.68372	65.89549	3.290e-04
86.66298	66.08869	3.944e-04
86.64270	66.28195	4.549e-04
86.62269	66.48253	5.214e-04
86.60413	66.67357	5.788e-04
86.58650	66.86243	6.355e-04
86.56809	67.07033	7.082e-04
86.55169	67.26134	7.587e-04
86.53620	67.45013	8.178e-04
86.52036	67.65578	8.769e-04
86.50606	67.84824	9.283e-04
86.49354	68.02670	9.888e-04
86.47910	68.24548	1.042e-03
86.46729	68.43127	1.107e-03
86.45692	68.60892	1.157e-03
86.44450	68.83281	1.200e-03
86.43633	68.99642	1.240e-03
86.42941	69.20649	1.287e-03
86.41698	69.41756	1.345e-03
86.40959	69.61188	1.374e-03
86.40320	69.78571	1.423e-03
86.39709	69.97631	1.439e-03
86.39377	70.19278	1.461e-03
86.38657	70.37134	1.470e-03
86.38268	70.56470	1.482e-03
86.37961	70.74268	1.498e-03
86.37687	70.94478	1.510e-03
86.37508	71.13508	1.521e-03
86.37399	71.33995	1.524e-03
86.37386	71.53230	1.540e-03
86.37440	71.75021	1.537e-03
86.37550	71.90587	1.549e-03
86.38087	72.18085	1.551e-03
86.38029	72.31133	1.552e-03
86.38366	72.50115	1.561e-03
86.38741	72.68073	1.564e-03
86.39254	72.88062	1.572e-03
86.39813	73.07166	1.576e-03
86.40442	73.26045	1.576e-03
86.41228	73.46806	1.585e-03
86.42001	73.65740	1.584e-03
86.43283	73.89054	1.588e-03
86.43842	74.05328	1.597e-03
86.44849	74.24380	1.601e-03
86.45870	74.42182	1.598e-03
86.47100	74.62449	1.600e-03
86.48299	74.81181	1.593e-03
86.49686	75.01497	1.589e-03
86.51089	75.20857	1.589e-03
86.52455	75.38684	1.590e-03
86.54079	75.58818	1.583e-03
86.55643	75.77567	1.585e-03
86.57591	75.99705	1.581e-03
86.59069	76.15680	1.570e-03
86.61008	76.35835	1.571e-03
86.63356	76.57302	1.566e-03
86.65038	76.75239	1.563e-03
86.66868	76.92328	1.543e-03
86.69145	77.12719	1.556e-03
86.71317	77.31512	1.545e-03
86.74272	77.54558	1.545e-03
86.75875	77.68983	1.527e-03
86.78289	77.87949	1.511e-03
86.80940	78.08047	1.481e-03
86.83463	78.26701	1.454e-03
86.86251	78.46622	1.417e-03
86.88754	78.64026	1.376e-03
86.91756	78.84346	1.324e-03
86.94425	79.01933	1.279e-03
86.97473	79.21505	1.230e-03
87.00652	79.41345	1.168e-03
87.03477	79.58604	1.129e-03
87.06642	79.77486	1.073e-03
87.09892	79.96347	1.008e-03
87.13313	80.15834	9.544e-04
87.16901	80.35654	8.997e-04
87.20017	80.52623	8.361e-04
87.23794	80.72691	7.757e-04
87.27202	80.90329	7.040e-04
87.30966	81.09512	6.398e-04
87.34654	81.27896	5.716e-04
87.38747	81.47810	4.965e-04
87.42339	81.65031	4.385e-04
87.46479	81.84412	3.745e-04
87.51057	82.05464	2.942e-04
87.55183	82.24032	2.598e-04
87.58968	82.40751	2.155e-04
87.62919	82.57946	1.997e-04
87.67728	82.78489	1.918e-04
87.72021	82.96484	1.832e-04
87.76090	83.13272	1.886e-04
87.80656	83.31791	1.869e-04
87.85506	83.51122	1.829e-04
87.91286	83.73324	1.815e-04
87.95174	83.88669	1.738e-04
87.99612	84.05500	1.772e-04
88.04766	84.24739	1.750e-04
88.09445	84.41945	1.693e-04
88.16282	84.66303	1.800e-04
88.20072	84.80101	1.693e-04
88.24763	84.96549	1.681e-04
88.30750	85.17258	1.680e-04
88.35869	85.34398	1.701e-04
88.41669	85.54111	1.721e-04
88.47141	85.72192	1.650e-04
88.52134	85.88467	1.601e-04
88.57379	86.05338	1.710e-04
88.63728	86.25471	1.581e-04
88.69302	86.42910	1.591e-04
88.74590	86.59235	1.531e-04
88.80547	86.77378	1.626e-04
88.86798	86.96175	1.554e-04
88.94145	87.17937	1.490e-04
88.99300	87.33014	1.491e-04
89.04882	87.49155	1.371e-04
89.11118	87.66969	1.392e-04
89.17445	87.84822	1.380e-04
89.23990	88.03056	1.366e-04
89.30804	88.21801	1.327e-04
89.37346	88.39577	1.250e-04
89.43478	88.56048	1.261e-04
89.50408	88.74440	1.272e-04
89.57053	88.91869	1.192e-04
89.64906	89.12212	1.179e-04
89.71090	89.28046	1.122e-04
89.77940	89.45394	1.113e-04
89.84853	89.62714	1.039e-04
89.91861	89.80074	1.023e-04
89.98852	89.97205	1.046e-04
89.84019	-78.87277	1.187e-05
89.60471	-78.98130	1.348e-05
89.46181	-79.04656	1.997e-05
89.26022	-79.14033	1.894e-05
89.07532	-79.22707	1.628e-05
88.90004	-79.30999	1.701e-05
88.70924	-79.40090	2.295e-05
88.52529	-79.48933	1.690e-05
88.32728	-79.58525	1.987e-05
88.14391	-79.67488	2.313e-05
87.95583	-79.76754	2.238e-05
87.76164	-79.86398	1.524e-05
87.59733	-79.94624	1.850e-05
87.41162	-80.03996	1.574e-05
87.21774	-80.13858	2.383e-05
86.99635	-80.25253	2.477e-05
86.85611	-80.32478	1.389e-05
86.65910	-80.42748	1.846e-05
86.49020	-80.51623	1.527e-05
86.30698	-80.61324	2.239e-05
86.11926	-80.71344	1.508e-05
85.92495	-80.81802	1.628e-05
85.74418	-80.91613	2.169e-05
85.57539	-81.00844	2.599e-05
85.39376	-81.10852	1.793e-05
85.20905	-81.21113	2.501e-05
85.00009	-81.32821	2.467e-05
84.82222	-81.42873	2.464e-05
84.65983	-81.52118	2.221e-05
84.45872	-81.63648	2.323e-05
84.29152	-81.73333	1.893e-05
84.12931	-81.82785	1.866e-05
83.93755	-81.94049	2.717e-05
83.76039	-82.04539	2.608e-05
83.58633	-82.14925	2.127e-05
83.39703	-82.26313	2.419e-05
83.21828	-82.37154	1.598e-05
83.05592	-82.47075	2.679e-05
82.87115	-82.58452	2.810e-05
82.68609	-82.69943	2.443e-05
82.50939	-82.81004	2.676e-05
82.34773	-82.91199	2.835e-05
